ASSET_ID,SOURCE_PATH,SHA256,PAGE_COUNT_IF_AVAILABLE,ENCRYPTION_TYPE_IF_DETECTABLE,TEXT_EXTRACTION_AVAILABLE,OCR_RENDER_AVAILABLE,MANUAL_ACTION_REQUIRED
HFM-A000404,针灸甲乙经/论文/针灸甲乙经/620-强健人体_根基_——_建里穴.pdf,b93d0b5cbeed6365e446869066de64cc9aa4a6d35f1bd04e920d196c82d0f167,3,yes (print:yes copy:yes change:no addNot,YES,YES,NO
HFM-A000405,针灸甲乙经/论文/针灸甲乙经/621-关于龈交穴与上唇系带的探讨.pdf,1a92fbb830cdfbfe83aa7340879ceab79d444993e4952b63fa4fe95d58ede9d1,4,yes (print:yes copy:yes change:no addNot,YES,YES,NO
HFM-A000406,针灸甲乙经/论文/针灸甲乙经/622-肾经然谷六的效用.pdf,4766d17e95cdbef3c3503751c9f041b776191f56721e13cf334fd071ccf4f9ff,3,yes (print:yes copy:yes change:no addNot,YES,YES,NO
HFM-A000407,"针灸甲乙经/论文/针灸甲乙经/623-巧用穴位,护眼养.pdf",b135cd9b00757d9ea1a189673cf20a33f37579efd2655e80732f9838f3d8ead9,3,yes (print:yes copy:yes change:no addNot,YES,YES,NO
HFM-A000408,针灸甲乙经/论文/针灸甲乙经/624-涌泉穴烧山火法的临床应用.pdf,cf55466fe5ff23837f740f87e0413db9fecfacabb1046fa8e9dcb71a7f12429e,2,yes (print:yes copy:yes change:no addNot,YES,YES,NO
HFM-A000409,针灸甲乙经/论文/针灸甲乙经/625-刘衡如先生《康城十咏》(一).pdf,7f23a48dcfa58ea42bc805853a67063d4966dbd1707d72f51489c5bbfb9aae24,2,yes (print:yes copy:yes change:no addNot,YES,YES,NO
HFM-A000410,针灸甲乙经/论文/针灸甲乙经/626-内关穴临床应用举隅.pdf,0288dd8a7540ad02714349e3090e05f25358417c18105a79561b0ca98ac74ae6,2,yes (print:yes copy:yes change:no addNot,YES,YES,NO
HFM-A000411,针灸甲乙经/论文/针灸甲乙经/627-浅析影响中药汤剂疗效的原因.pdf,d718f0d6382e8ac9a40e009b4bba16cbef0799acec622e9daa07f36450a415cf,2,yes (print:yes copy:yes change:no addNot,YES,YES,NO
HFM-A000412,针灸甲乙经/论文/针灸甲乙经/628-三阴交穴在妇科中的应用.pdf,cfdb436b053765995fa0556e42e5699492eac38026fe51bd672dfcd94310fb94,2,yes (print:yes copy:yes change:no addNot,YES,YES,NO
HFM-A000413,针灸甲乙经/论文/针灸甲乙经/629-翳风穴证治机理浅探.pdf,b566bb2b2a2f8baab2eed9b3afb6047aebd39bc14e4fe73d75bce077050774c4,1,yes (print:yes copy:yes change:no addNot,YES,YES,NO
HFM-A000414,针灸甲乙经/论文/针灸甲乙经/630-从王粲病案谈到《黄帝内经》.pdf,42a26eac9b0ef1e4e6b7ed9da7bf7aab21c0b21a8dbc2708b9fa2c18e99f0c6d,3,yes (print:yes copy:yes change:no addNot,YES,YES,NO
HFM-A000415,针灸甲乙经/论文/针灸甲乙经/631-浅议杨兆钢芒针学术思想.pdf,a794e5fce3e0336dc137f26a7bff7ba0c8167480ba75bff8ff914ee991d7f08f,2,yes (print:yes copy:yes change:no addNot,YES,YES,NO
HFM-A000417,针灸甲乙经/论文/针灸甲乙经/634-脱疽_的历史演变及现代意义.pdf,84f7cc2f6070711a11581ccc3ccfea373ac812f457fe2d03088d264c232ce7db,5,yes (print:yes copy:yes change:no addNot,YES,YES,NO
HFM-A000419,针灸甲乙经/论文/针灸甲乙经/64-《针灸甲乙经》之汗症选穴思路刍议.pdf,936aa3e908238630baf9e2ff33fac76dfd3b3d09517dc8e9a15a44786e0b36de,3,yes (print:yes copy:yes change:no addNot,YES,YES,NO
HFM-A000423,针灸甲乙经/论文/针灸甲乙经/646-脐针布针思维浅析与临床应用举隅.pdf,7dd1d776156ed3c002acff9b853bed4c73b1628809a057a1581ed062811ac103,2,yes (print:yes copy:yes change:no addNot,YES,YES,NO
HFM-A000424,针灸甲乙经/论文/针灸甲乙经/647-李志道教授太溪穴定位与临床应用拾贝.pdf,340793021b526b60c1aca56879df80de023639c697284ab7a821dac7c08eec99,2,yes (print:yes copy:yes change:no addNot,YES,YES,NO
HFM-A000425,针灸甲乙经/论文/针灸甲乙经/648-井穴的施术方法考.pdf,3bfbf04142515bd4cf877385c66f451b55f7dae122ba5b439dfaac2e2d49aabf,4,yes (print:yes copy:yes change:no addNot,YES,YES,NO
HFM-A000426,针灸甲乙经/论文/针灸甲乙经/649-翳风穴临床应用体会.pdf,282b722532ef5c465ec88650590b45c11d6588b8b84cb89fdddfda7ded1057a6,2,yes (print:yes copy:yes change:no addNot,YES,YES,NO
HFM-A000427,针灸甲乙经/论文/针灸甲乙经/65-《针灸甲乙经》甲乙两字之我见.pdf,0c55c65a1df72611b5ce023b5a4d4844f71a6d28ab45a38f73457d131a4472d2,2,yes (print:yes copy:yes change:no addNot,YES,YES,NO
HFM-A000430,针灸甲乙经/论文/针灸甲乙经/653-宋校本《千金要方》增补文献初考.pdf,44ef451dadd7aa95de0fc8cc432a20d05f0cbcda7c65294237a2c7358e4a706c,3,yes (print:yes copy:yes change:no addNot,YES,YES,NO
HFM-A000431,针灸甲乙经/论文/针灸甲乙经/654-壮医脐环穴的历史渊源、理论基础与临床研究.pdf,06a2da16c7d4e49cc18d830de2bb52667d4baf04b964c11cd704d3b277a6a293,3,yes (print:yes copy:yes change:no addNot,YES,YES,NO
HFM-A000432,针灸甲乙经/论文/针灸甲乙经/655-手三里六临床应用.pdf,ec893fe61d3d1467522b88801053c221aa232100c4fcac7fb30ff11131a2e256,2,yes (print:yes copy:yes change:no addNot,YES,YES,NO
HFM-A000433,针灸甲乙经/论文/针灸甲乙经/656-孙思邈_“药王”桂冠的由来.pdf,11bdc06980861e6ab73ee77723ce97c6a8f3949eb2c9c3ae8ca0657b32c8ba27,2,yes (print:yes copy:yes change:no addNot,YES,YES,NO
HFM-A000434,针灸甲乙经/论文/针灸甲乙经/657-考“(宀免)”.pdf,982ea04e0bff0e4db7c142b0c9ce6fc3590988db33a6092dbd41e0ea3444c651,2,yes (print:yes copy:yes change:no addNot,YES,YES,NO
HFM-A000435,针灸甲乙经/论文/针灸甲乙经/658-膻中穴的古今研究.pdf,ee0f2b48934cacdad2c5c9a6a508d8d53ddfc2d09bf106b6f47963c71f12e40d,2,yes (print:yes copy:yes change:no addNot,YES,YES,NO
HFM-A000436,针灸甲乙经/论文/针灸甲乙经/659-上星穴的临床应用.pdf,039863f7a1a4bf727e3787600dd5b03d6c611a50bf34fe8f6ef13b57234ef779,3,yes (print:yes copy:yes change:no addNot,YES,YES,NO
HFM-A000437,针灸甲乙经/论文/针灸甲乙经/66-《针灸甲乙经》胸痹心痛的诊治特点探析.pdf,2b2bba8ba004e9d208b796c788cc2331a6a3eb5b655169b2fbfafe8ade01e930,4,yes (print:yes copy:yes change:no addNot,YES,YES,NO
HFM-A000438,针灸甲乙经/论文/针灸甲乙经/660-率谷六临床应用.pdf,d414c6ff2c49b87e1a9b9a42419d50549ab1d0d227d77a394efa28f38beef857,3,yes (print:yes copy:yes change:no addNot,YES,YES,NO
HFM-A000439,针灸甲乙经/论文/针灸甲乙经/661-艾灸地机穴治疗原发性痛经.pdf,0f02a1af3e8706040b292c31e8ec944fb13df36a645c1ea3d5ba7106aab87f92,1,yes (print:yes copy:yes change:no addNot,YES,YES,NO
HFM-A000440,针灸甲乙经/论文/针灸甲乙经/662-浅谈针刺与艾灸并用.pdf,8dc2c69b10df76d82912c3c15508ee68a4979572b240569b406e7b4df54faf7c,2,yes (print:yes copy:yes change:no addNot,YES,YES,NO
HFM-A000441,针灸甲乙经/论文/针灸甲乙经/663-小议百会穴取穴法.pdf,55fb0d5abb5cb155bd07553d3a763b91b2e9518fd0cc4bf579e0d1a8fabd4db1,1,yes (print:yes copy:yes change:no addNot,YES,YES,NO
HFM-A000443,针灸甲乙经/论文/针灸甲乙经/665-次髎穴的临床应用.pdf,15583f71899424db221bbcafb12ef7bded2f35e61f939919bdf1016a56ac5528,2,yes (print:yes copy:yes change:no addNot,YES,YES,NO
HFM-A000448,针灸甲乙经/论文/针灸甲乙经/670-大肠俞的临床应用.pdf,3735ccbf96fe60ece24da30b5a20ae898994b7f413c7f840d6f012824f725286,1,yes (print:yes copy:yes change:no addNot,YES,YES,NO
HFM-A000449,针灸甲乙经/论文/针灸甲乙经/671-百会穴的蜂针临床应用.pdf,33f73dd894c0d1a84f721b49ae240ed1d0b5b70deea3cf44422ea38177030bed,2,yes (print:yes copy:yes change:no addNot,YES,YES,NO
HFM-A000455,针灸甲乙经/论文/针灸甲乙经/68-《针灸甲乙经》对现代针灸临床的影响.pdf,21f4a62d53eb69d12426596ec7dada4c4a8a134576038a2435139cb5dfaad85f,3,yes (print:yes copy:yes change:no addNot,YES,YES,NO
HFM-A000465,针灸甲乙经/论文/针灸甲乙经/7-依韵校勘《针灸甲乙经》.pdf,aa760c686f0f582624ce452a5e7f8dcfdc83cf440a1addde3b2faa5f15c7c155,8,yes (print:yes copy:yes change:no addNot,YES,YES,NO
HFM-A000466,针灸甲乙经/论文/针灸甲乙经/70-《针灸甲乙经》有关浅刺针法理论的研究探析.pdf,241b3f2aeac3b918d5af25b7fc74b20a3a2ca67820f5a1bef0ca17f27ca43f5c,2,yes (print:yes copy:yes change:no addNot,YES,YES,NO
HFM-A000473,针灸甲乙经/论文/针灸甲乙经/72-《针灸甲乙经》中精神疾病病名浅释.pdf,6db9c72d28fb6c31175e3b3eccd25496985165eb52a94929170f33d6c69c043a,2,yes (print:yes copy:yes change:no addNot,YES,YES,NO
HFM-A000475,针灸甲乙经/论文/针灸甲乙经/73-《针灸甲乙经》治疗癫病的疗法特点分析.pdf,29cc7032c72c42423a2af87c03981e7be862a367b38452abebfca6570487fc14,2,yes (print:yes copy:yes change:no addNot,YES,YES,NO
HFM-A000477,针灸甲乙经/论文/针灸甲乙经/74-《针灸甲乙经》中《明堂》重言词义考释.pdf,e0262ea8b0c1a64eb2068625891525a761d23f9d6e53790ed9b5a1efc5350a52,3,yes (print:yes copy:yes change:no addNot,YES,YES,NO
HFM-A000478,针灸甲乙经/论文/针灸甲乙经/75-探析《针灸甲乙经》治疗头痛的选穴规律.pdf,a2947ea85b60414684a7a1d32675a26df8dd0fc722b0070d0039f18ffa490cdf,3,yes (print:yes copy:yes change:no addNot,YES,YES,NO
HFM-A000479,针灸甲乙经/论文/针灸甲乙经/76-《针灸甲乙经》治疗咽喉部病症选穴特点探析.pdf,dc02be58f41af7d2e7b7c00d2d489c72e6b34fb501d158eb3752a6cf2588fa7a,4,yes (print:yes copy:yes change:no addNot,YES,YES,NO
HFM-A000481,针灸甲乙经/论文/针灸甲乙经/77-《针灸甲乙经》中牙痛的诊治特点探析.pdf,9aeab9fcbfcd52a3cfe47dacdee67f05acdd26bc70c6175c1f900cf397148a2a,3,yes (print:yes copy:yes change:no addNot,YES,YES,NO
HFM-A000485,针灸甲乙经/论文/针灸甲乙经/79-现代针灸学视域下《针灸甲乙经》以部论穴的临床价值.pdf,3efbcd14cb35c0de65b86d6ab0f2a3fdbbb7f63722c84dd95d67795ba322f2b0,5,yes (print:yes copy:yes change:no addNot,YES,YES,NO
HFM-A000487,针灸甲乙经/论文/针灸甲乙经/8-《针灸甲乙经》之研究现状.pdf,47bcb988cefdc7ac9c9467230c222dff2a9bc83f81607705e5d4eeb87372be97,3,yes (print:yes copy:yes change:no addNot,YES,YES,NO
HFM-A000488,针灸甲乙经/论文/针灸甲乙经/80-《针灸甲乙经》_搏__搏_正误辨.pdf,0c8b5c6b49a4523640b78d3d3f9c4673453c8d5ed21c54bf3cdfa07c0901cc09,2,yes (print:yes copy:yes change:no addNot,YES,YES,NO
HFM-A000493,针灸甲乙经/论文/针灸甲乙经/81-剖析《针灸甲乙经》禁针穴的形态学依据.pdf,867b1915e8b6c02f16c45ffc2d15cf65078bfb111677672f503e5c18a583466c,2,yes (print:yes copy:yes change:no addNot,YES,YES,NO
HFM-A000499,针灸甲乙经/论文/针灸甲乙经/82-《针灸甲乙经》的成因及对后世的影响.pdf,312917cf3552366f561165be0204cb67144a36dabc34cfcfe8a375fa23cb34c4,3,yes (print:yes copy:yes change:no addNot,YES,YES,NO
HFM-A000506,针灸甲乙经/论文/针灸甲乙经/83-现代针灸学视域下《针灸甲乙经》以部论穴的临床价值 (1).pdf,8206e7a453a42f3d7c1e0d6ff85ac8220a2048123f296f1f8d67c44c1c2043cc,1,yes (print:yes copy:yes change:no addNot,YES,YES,NO
HFM-A000516,针灸甲乙经/论文/针灸甲乙经/85-探讨《针灸甲乙经》对精神疾病的认识及论治.pdf,421dd434de2e64de3092bf00ad4805f3d0157d8c3b493d61f919d996705b1e99,2,yes (print:yes copy:yes change:no addNot,YES,YES,NO
HFM-A000520,针灸甲乙经/论文/针灸甲乙经/87-基于《针灸甲乙经》探析古今针刺深浅异同奥秘.pdf,99a0eb0bec72b4c25808d21911ac61693a094b6291b0354d93ee43e582a95af6,3,yes (print:yes copy:yes change:no addNot,YES,YES,NO
HFM-A000522,针灸甲乙经/论文/针灸甲乙经/89-试论《针灸甲乙经》对临证取穴的指导.pdf,36d3e00d7517b7a1ccab12988a328ca44e1819f449721c2dc259f89a401596a8,4,yes (print:yes copy:yes change:no addNot,YES,YES,NO
HFM-A000523,针灸甲乙经/论文/针灸甲乙经/9-浅析《针灸甲乙经》针刺禁忌.pdf,ce45924e2ce49b8a0b00026831a725e6d118c3ba9e7dbf18d5af4c4aa22d12fa,2,yes (print:yes copy:yes change:no addNot,YES,YES,NO
HFM-A000525,针灸甲乙经/论文/针灸甲乙经/92-试论皇甫谧《针灸甲乙经》对腧穴学的贡献.pdf,731d84fbbbaa8afc569aa36b0587ff2d5884e18fb888335b8c3b9d5895829b6b,5,yes (print:yes copy:yes change:no addNot,YES,YES,NO
HFM-A000526,针灸甲乙经/论文/针灸甲乙经/96-《针灸甲乙经》“胀病”及治则治法浅析.pdf,04ed29e88d81ab5aac9667c614a62180cac1ba2f44169612ce2b711bd13eb4f3,4,yes (print:yes copy:yes change:no addNot,YES,YES,NO
HFM-A000527,针灸甲乙经/论文/针灸甲乙经/99-《针灸甲乙经》与《太素》互校内容考辨.pdf,52cc7554ca585ac45efb9183c566c142c2feb22037f930162b01571874568d3b,2,yes (print:yes copy:yes change:no addNot,YES,YES,NO
